H6sKbzbiZFsAAAFNBwNmYFmV,http://en.wikipedia.org/wiki/Khmer_Republic
gKQKbzbirLAAAAFMyFEfTp6Z,http://en.wikipedia.org/wiki/Democratic_Kampuchea
xIcKbzbiW5sAAAFMNU4fTp6Z,http://it.wikipedia.org/wiki/Kampuchea_Democratica
1IkKbzbiN.gAAAFPl3AInArQ,http://fr.wikipedia.org/wiki/Kampuch%C3%A9a_d%C3%A9mocratique
6R4KbzbiPUoAAAFMmYFRkqGw,http://es.wikipedia.org/wiki/Kampuchea_Democr%C3%A1tica
SkcKbzbiUesAAAFNJ73Si7n2,http://de.wikipedia.org/wiki/Demokratisches_Kampuchea
f8QKbzbieUQAAAFMTo4fTpp2,http://ru.wikipedia.org/wiki/%D0%94%D0%B5%D0%BC%D0%BE%D0%BA%D1%80%D0%B0%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B0%D1%8F_%D0%9A%D0%B0%D0%BC%D0%BF%D1%83%D1%87%D0%B8%D1%8F
xn8KbzbiVNAAAAFMwLlRkr8N,http://en.wikipedia.org/wiki/Principality_of_Anhalt
aAAKbzbiEhsAAAFMKPofTpG.,http://it.wikipedia.org/wiki/Anhalt
8I4KbzbigDIAAAFMB4Xx3YCP,http://fr.wikipedia.org/wiki/Duch%C3%A9_d%27Anhalt
1LQKbzbi0QQAAAFMiiYfTpni,http://es.wikipedia.org/wiki/Anhalt
BLgKbzbiMGkAAAFMWvMfTozT,http://de.wikipedia.org/wiki/Anhalt
cSUKbzbiMjUAAAFM_wYfTo5E,http://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%85%D0%B0%D0%BB%D1%8C%D1%82
ZBgKbzbipJQAAAFNbBBHEei3,http://ru.wikipedia.org/wiki/%D0%A8%D0%B2%D0%B5%D0%B4%D1%81%D0%BA%D0%BE-%D0%BD%D0%BE%D1%80%D0%B2%D0%B5%D0%B6%D1%81%D0%BA%D0%B0%D1%8F_%D1%83%D0%BD%D0%B8%D1%8F
stMKbzbinGUAAAFNEHhHEeia,http://en.wikipedia.org/wiki/Kalmar_Union
C_0KbzbiQaEAAAFPux8InBtF,http://en.wikipedia.org/wiki/Achaemenid_Empire
yyAKbzbiKHoAAAFMtNAfToQJ,http://uk.wikipedia.org/wiki/%D0%A0%D0%BE%D1%81%D1%96%D0%B9%D1%81%D1%8C%D0%BA%D0%B0_%D1%96%D0%BC%D0%BF%D0%B5%D1%80%D1%96%D1%8F
SsMKbzbi2NAAAAFMU2EfToSs,http://de.wikipedia.org/wiki/Russisches_Reich
SJcKbzbiSGUAAAFMT07x3YCs,http://es.wikipedia.org/wiki/Imperio_ruso
WlYKbzbi4hcAAAFM9ZQfToJD,http://fr.wikipedia.org/wiki/Empire_russe
G50Kbzbig6wAAAFMs0gfTou4,http://it.wikipedia.org/wiki/Impero_russo
8rQKbzbidZMAAAFMmcofTolh,http://de.wikipedia.org/wiki/Russische_Sozialistische_F%C3%B6derative_Sowjetrepublik
ticKbzbiOzAAAAFM.eMfToTK,http://es.wikipedia.org/wiki/Rep%C3%BAblica_Socialista_Federativa_Sovi%C3%A9tica_de_Rusia
HJIKbzbiR2sAAAFMYKdRkrMa,http://fr.wikipedia.org/wiki/R%C3%A9publique_socialiste_f%C3%A9d%C3%A9rative_sovi%C3%A9tique_de_Russie
YrwKbzbiM68AAAFMLDofTpBA,http://it.wikipedia.org/wiki/Repubblica_Socialista_Federativa_Sovietica_Russa
RBsKbzbi6Z4AAAFM.lkfTpcI,http://ru.wikipedia.org/wiki/%D0%90%D1%80%D1%83%D0%B1%D0%B0
8B0KbzbiahUAAAFMwv0fToG2,http://uk.wikipedia.org/wiki/%D0%90%D1%80%D1%83%D0%B1%D0%B0
8dAKbzbibmoAAAFMDwfx3YEE,http://de.wikipedia.org/wiki/Aruba
5_8KbzbiR6gAAAFM2uJRkq1c,http://es.wikipedia.org/wiki/Aruba
69gKbzbiNcIAAAFM.hFY_s.Z,http://fr.wikipedia.org/wiki/Aruba
.6UKbzbiszwAAAFMGyYfTo6U,http://it.wikipedia.org/wiki/Aruba
8ugKbzbi.ogAAAFMevrx3YBr,http://ru.wikipedia.org/wiki/%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%B8%D0%BC%D0%BF%D0%B5%D1%80%D0%B8%D1%8F
ja8KbzbiE5wAAAFMnFrx3YA5,http://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%B5%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%A0%D1%83%D1%81%D1%8C
MbkKbzbirowAAAFM1aAfToKG,http://uk.wikipedia.org/wiki/%D0%9A%D0%B8%D1%97%D0%B2%D1%81%D1%8C%D0%BA%D0%B0_%D0%A0%D1%83%D1%81%D1%8C
