id,url
xpcKbzbiVRMAAAFM_3UfToXx,https://fr.wikipedia.org/wiki/Guin%C3%A9e_%C3%A9quatoriale
1IAKbzbi7vwAAAFM3WkfTpP2,https://fr.wikipedia.org/wiki/Indes_orientales_n%C3%A9erlandaises
jEoKbzbifMwAAAFM8QUfToML,https://fr.wikipedia.org/wiki/Compagnie_n%C3%A9erlandaise_des_Indes_orientales
92oKbzbiy1kAAAFMHy3x3YFA,https://fr.wikipedia.org/wiki/Afghanistan
D8oKbzbieFkAAAFMxupY_ufW,https://fr.wikipedia.org/wiki/%C3%89mirat_d%27Afghanistan
EFEKbzbilaQAAAFMzN3x3YDI,https://fr.wikipedia.org/wiki/Pologne
7aAKbzbi_joAAAFN.n.x3Rq4,https://fr.wikipedia.org/wiki/Antilles_n%C3%A9erlandaises
6Y8KbzbiwRQAAAFNhvJXxjF_,https://fr.wikipedia.org/wiki/Premi%C3%A8re_R%C3%A9publique_portugaise
LEkKbzbikp0AAAFNkV9XxjG6,https://fr.wikipedia.org/wiki/Dictature_nationale_(1926-1933)
lCwKbzbi0dMAAAFM0mEfToop,https://fr.wikipedia.org/wiki/Portugal
FPcKbzbiY7gAAAFMifYfToz.,https://fr.wikipedia.org/wiki/Estado_Novo_(Portugal)
9n4KbzbiBv0AAAFM3AEfTodE,https://fr.wikipedia.org/wiki/Russie
F7AKbzbiIVoAAAFMnLMfToLT,https://fr.wikipedia.org/wiki/Empire_colonial_portugais
F8AKbzbiJfcAAAFMlEJRkrBA,https://fr.wikipedia.org/wiki/Premi%C3%A8re_R%C3%A9publique_espagnole
gn0KbzbiktsAAAFMCR8fToRX,https://fr.wikipedia.org/wiki/Restauration_bourbonienne_en_Espagne
Kd4Kbzbi.fIAAAFMiicfToeK,https://fr.wikipedia.org/wiki/Seconde_R%C3%A9publique_espagnole
NYMKbzbiQmAAAAFM0BUfTodE,https://fr.wikipedia.org/wiki/Espagne_franquiste
EvkKbzbi0Q4AAAFMYHYfToHR,https://fr.wikipedia.org/wiki/Espagne
EvkKbzbi0Q4AAAFMYHYfToHR,https://fr.wikipedia.org/wiki/Espagne
29MKbzbiEgcAAAFMZrwfToT4,https://fr.wikipedia.org/wiki/Restauration_absolutiste_en_Espagne
IhQKbzbiGw0AAAFNayCx3Syk,https://fr.wikipedia.org/wiki/Espagne_napol%C3%A9onienne
jM0Kbzbi.dUAAAFMqfMfTor2,https://fr.wikipedia.org/wiki/Empire_espagnol
XtoKbzbiejYAAAFM_gIVZvd5,https://fr.wikipedia.org/wiki/Second_Empire_(Mexique)
T9wKbzbiXR4AAAFM28sfToUq,https://fr.wikipedia.org/wiki/Mexique
LsAKbzbivBcAAAFMZLwfTplm,https://fr.wikipedia.org/wiki/Premier_Empire_(Mexique)
AuMKbzbi6K4AAAFMHdQfToTr,https://fr.wikipedia.org/wiki/Nouvelle-Espagne
5pcKbzbiz58AAAFNZ.FXxjD5,https://fr.wikipedia.org/wiki/Grande_Colombie
uboKbzbi8a0AAAFM3dJRkqPK,https://fr.wikipedia.org/wiki/R%C3%A9publique_de_Nouvelle-Grenade
4RYKbzbibgUAAAFM5sBRkq4b,https://fr.wikipedia.org/wiki/Conf%C3%A9d%C3%A9ration_grenadine
ZMEKbzbiusEAAAFMhhVY_uFQ,https://fr.wikipedia.org/wiki/%C3%89tats-Unis_de_Colombie
b0cKbzbiES8AAAFMCInx3YBl,https://fr.wikipedia.org/wiki/Colombie
HgEKbzbiPkYAAAFMVUDx3YB3,https://fr.wikipedia.org/wiki/Vice-royaut%C3%A9_de_Nouvelle-Grenade
NkYKbzbiE4YAAAFMS_pRksJK,https://fr.wikipedia.org/wiki/Royaume_de_Nouvelle-Grenade
b0cKbzbiES8AAAFMCInx3YBl,https://fr.wikipedia.org/wiki/Colombie
